id,statement,option_a,option_b,option_c,option_d,option_e,correct_answer,explanation,tags,images,exam_year,exam_board,exam_institution,exam_region,areas_conhecimento,assuntos,decs_terms,created_at,updated_at
25625,"Rosa, 45 anos, foi diagnosticada com DM2. Nos exames iniciais apresentava HbA1c de 7,6%. A taxa de filtração glomerular estava em 68mL/min/1.73m2, microalbuminúria de 35mg/g. IMC de 31kg/m2. PA: 135x85mmHg. O tratamento de Rosa, segundo a Sociedade Brasileira de Diabetes, idealmente deve conter:","Metformina isoladamente, até alcançar meta de HbA1c < 8%.","Metformina associada a iSGLT2, para alcançar meta de HbA1c< 7%.","Apenas mudança de estilo de vida, reavaliar em 6 meses.","iSGLT2 isoladamente, com meta de HbA1c <6,5%.",,B,,,[],2024,CESUPA,,PA,,,,Wed Apr 08 2026 23:41:29 GMT+0000 (Coordinated Universal Time),Wed May 13 2026 22:13:04 GMT+0000 (Coordinated Universal Time)
25624,"Jovem, sexo feminino, 18 anos, procura atendimento devido quadro de icterícia que notou há 2 dias. Vinha investigando há 2 semanas quadro de dor abdominal em hipocôndrio direito que irradiava para o dorso. Relata muita sonolência. Nega uso de qualquer tipo de medicação ou fitoterápico. Tem USG de abdome recente sem alterações. Ao exame físico Glasgow 15, nota-se icterícia 4+/4, abdome doloroso em hipocôndrio e epigástrio, Murphy e DB negativos. Flapping negativo. Edema 2+/4 em MMII. Exames da admissão: Sorologias: HBsAg: não reagente; Anti-HBs: reagente; Anti-HBc total: reagente; Anti-HCV: não reagente; Anti-HAV IgM: não reagente; anti-HAV IgG: reagente. A melhor conduta para essa paciente seria:","Fazer novo exame de imagem, pois icterícia tem padrão obstrutivo.",Iniciar tratamento com tenofovir para hepatite B aguda grave.,"Prescrever sintomáticos, paciente encontra-se em curso de hepatite A.","Investigar sangramentos espontâneos e solicitar FAN, anti-KLM1 e AML.",,D,,,"[""https://pdres.s3.amazonaws.com/imgs/9284129c57eafa4bbee0b85e834b435d.png""]",2024,CESUPA,,PA,,,,Wed Apr 08 2026 23:41:29 GMT+0000 (Coordinated Universal Time),Sat Apr 25 2026 00:13:21 GMT+0000 (Coordinated Universal Time)
25623,"Cerca de 20% dos pacientes com doença pulmonar intersticial (DPI) são portadores de doença reumáticas imunomediadas. As manifestações pulmonares podem ser frequentes e precederem, acompanharem ou sucederem os sintomas sistêmicos. O padrão histológico da DPI mais frequentemente observado na esclerose sistêmica é:",Pneumonia intersticial Linfocítica.,Bronquiolite folicular.,Pneumonia intersticial não especifica.,Pneumonia intersticial usuale.,,C,,,[],2024,CESUPA,,PA,,,,Wed Apr 08 2026 23:41:29 GMT+0000 (Coordinated Universal Time),Thu Apr 30 2026 04:06:19 GMT+0000 (Coordinated Universal Time)
25622,"Homem, 36 anos, motorista, refere que há 02 anos vem apresentando lombalgia central baixa localizada que piora com as atividades de vida diária e melhora com repouso. Eventualmente, faz uso de anti-inflamatórios não hormonais por curto período para controle da dor. No exame físico da coluna lombar, apresenta hipertonia da musculatura paravertebral, dor a flexão, extensão, lateralização e rotação da coluna. Lasèque negativo, marcha nas pontas dos pés e calcanhares sem alterações. É correto afirmar que o paciente tem:","Uma lombalgia crônica de causa mecânica, não requerendo exames complementares, encaminhar o paciente para fisioterapia e/ou escola de coluna e prescrever relaxante muscular.","Uma lombalgia mecânica, solicitar uma radiografia de coluna lombar e exames laboratoriais, encaminhar para fisioterapia e prescrever paracetamol.","Sinais de alerta (red flags) e sinais de aleta amarelo (yellow flags), sendo obrigatória a investigação com ressonância magnética da coluna lombar.","Quadro típico de lombalgia crônica de causa mecânica e pelo longo tempo de evolução, tem indicação clínica de corticoterapia oral e/ou infiltrações Epidurais.",,A,,,[],2024,CESUPA,,PA,,,,Wed Apr 08 2026 23:41:29 GMT+0000 (Coordinated Universal Time),Thu Apr 30 2026 04:06:39 GMT+0000 (Coordinated Universal Time)
25621,"Mulher de 32 anos foi encaminhada para avaliação na reumatologia relatando que há 04 semanas vem apresentando quadro de poliartrite de pequenas e grandes articulações com padrão de acometimento aditivo e simétrico acometendo mãos, punhos, tornozelos e pés. Nega febre, perda ponderal, lesões cutâneas e refere alopecia difusa. Traz os seguintes exames: hemograma sem alterações, fator reumatoide negativo, FAN negativo, VHS 52 mm e PCR 12 mg/L. Diante desse quadro, a alternativa mais correta é:","É uma poliartrite crônica e a principal hipótese diagnóstica é artrite reumatoide, prescrever metotrexato e prednisona em doses baixa.","Trata-se de um quadro de poliartrite simétrica, mas o fator reumatoide negativo, torna o diagnóstico de artrite reumatoide pouco provável, devendo-se fazer diagnostico diferencial com lúpus eritematoso sistêmico, artrites virais e outras doenças reumáticas imunomediadas.","A artrite reumatoide é uma das hipóteses diagnósticas prováveis, prescrever anti-inflamatórios não hormonais ou prednisona em doses baixas e solicitar radiografias das mãos e pés para observar a presença de cistos e erosões.",A solicitação do anti-CCP colaboraria para classificar a paciente para artrite reumatoide de acordo com ACR/EULAR 2010.,,D,,,[],2024,CESUPA,,PA,,,,Wed Apr 08 2026 23:41:29 GMT+0000 (Coordinated Universal Time),Thu May 14 2026 01:07:59 GMT+0000 (Coordinated Universal Time)
25620,"De acordo como os novos critérios de classificação para lúpus eritematoso sistêmico (LES) de 2019 EULAR/ACR, para classificar uma pessoa com LES, ela obrigatoriamente terá que apresentar fator antinuclear (FAN) com título e 1:80 nas células HEp-2 ou teste equivalente e uma pontuação e 10 escores nos critérios adicionais. Qual das alternativas abaixo, podemos classificar um indivíduo com LES?",Presença de lesões discoide e anticoagulante lúpico.,"Linfopenia, complementos C3 e C4 baixos e lúpus cutâneo subagudo.",Biópsia renal com classificação histológica de nefrite lúpica classe III.,Proteinúria maior que 0.5 g/24h e hemólise autoimune.,,C,,,[],2024,CESUPA,,PA,,,,Wed Apr 08 2026 23:41:29 GMT+0000 (Coordinated Universal Time),Thu May 14 2026 01:08:07 GMT+0000 (Coordinated Universal Time)
25619,"Na abordagem dos pacientes com dores articulares, é importante avaliar o padrão de acometimento articular, a distribuição e o número de articulações acometidas. Nesse contexto, é correto afirmar:","Na artrite reumatóide, nas artrites virais e na artrite reativa o padrão de acometimento articular é aditivo, simétrico e poliarticular.","Na artrite reativa, na artrite gonocócica e na febre reumática, o padrão de acometimento articular é migratório.","No lúpus eritematoso sistêmico, na artrite psoriásica e nas artrites microcristalinas o padrão de acometimento articular é intermitente e simétrico.","Nas osteoartrites, na espondilite anquilosante e nas artrites virais, o padrão de acometimento articular é oligoarticular e assimétrico.",,B,,,[],2024,CESUPA,,PA,,,,Wed Apr 08 2026 23:41:29 GMT+0000 (Coordinated Universal Time),Wed May 13 2026 22:46:23 GMT+0000 (Coordinated Universal Time)
25618,"Motoboy vítima de acidente automobilístico, carro x moto, foi atendido pela equipe de resgate do SAMU. A vítima estava de capacete, bastante agitado e desorientado, com ferimento sangrante em região frontal, queixa de dor no peito, com dificuldade para respirar, e presença de ferida de +/-15 cm de extensão com exposição óssea e com sangramento intenso na perna direita acompanhada de deformidade, não permitindo a mobilização do órgão. Estava taquipnéico, taquicárdico, pulso periféricos filiformes, palidez cutânea intensa e pele fria. Diante deste paciente, qual a conduta inicial:","Avalia inicialmente o tórax, visto que está com dor no peito, dificuldade para respirar e taquipnéico, para descartar possível lesão ameaçadora à vida como pneumotórax hipertensivo.","Deve conter rapidamente a hemorragia com compressão local ou,se necessário, utilizar torniquete, visto que o paciente apresenta sinais de choque (agitação, desorientação, taquicardíaco, pulso periféricos filiformes), provavelmente tipo hipovolêmico.","Deve avaliar inicialmente a coluna cervical para então retirar o capacete, acompanhado de avaliação das vias aéreas, visto que, no caso de obstrução desta, pode evoluir para parada cardiorrespiratória rapidamente.","Deve ser colocado imediatamente na ambulância e transportado rapidamente para hospital de referência, pois sabe-se que o tempo de atendimento e tratamento das lesões é fundamental para recuperação total do paciente.",,B,,,[],2024,CESUPA,,PA,,,,Wed Apr 08 2026 23:41:29 GMT+0000 (Coordinated Universal Time),Sat Apr 25 2026 00:14:14 GMT+0000 (Coordinated Universal Time)
25617,"Jovem 22 anos,60 kg, chega na UPA, com quadro súbito de dificuldade de respirar com falta de ar, coceira intensa na garganta e tonturas. Relata ter comido um sanduiche de atum e suco de manga. Chega rebaixado, pouco responsivo, com palidez cutânea, pele fria, batimento de asa de nariz e uso de musculatura acessória. Sinais Vitais: PA=96 x68 mmhg FC=130 bpm FR=38 ipm SatO2=80%c/ cateter nasal. Ausculta cardíaca com Ritmo Cardíaco Regular, bulhas taquicardicas sem sopros. Ausculta Respiratória com murmúrio Vesicular diminuído globalmente com estertores bolhosos e sibilos difusos. Abdome= sem alteração. Extremidades= perfusão ruim, cianose labial e de pontas de dedos. O médico plantonista decide por entubação com sequência rápida. Assinale a afirmativa correta:",As opções de medicações e doses indicativas para sequência rápida neste caso são: Fentanil 60mcg EV em bolus + Quetamina =60 mg EV em bolus + Succinilcolina=60 mg EV em bolus.,"Este paciente não tem indicação de sequência rápida pois está grave, hipotenso com risco de evoluir para parada cardíaca o ser administrado as drogas para sedação.","O paciente tem indicação de ventilação não invasiva (VNI), pois quadros de asma, edema agudo de pulmão e broncoespasmo grave são algumas das indicações de VNI, portanto sem indicação de entubação orotraqueal.",As opções de medicações e doses indicativas para sequência rápida neste caso são: Fentanil 60mcg EV em bolus + midazolam =6 mg EV em bolus + Roncuronio=4 mg EV em bolus.,,A,,,[],2024,CESUPA,,PA,,,,Wed Apr 08 2026 23:41:29 GMT+0000 (Coordinated Universal Time),Thu Apr 30 2026 04:08:30 GMT+0000 (Coordinated Universal Time)
25616,"Antônia, 68 anos, portadora de hipertensão arterial e diabetes, procura unidade de saúde com queixa de dor em hipocôndrio direito náuseas e vômitos, foi medicada, liberada com sintomáticos e antibiótico para infecção urinária. A paciente volta 3 dias depois com a equipe de resgate, que informa que ela está desorientada, agitada, referindo muita dor no hipocôndrio direito, vômitos e febre medida 38, 5oC.Chega monitorizada, cateter de oxigênio com 5 l e acesso venoso com Ringer lactato instalado. Sinais Vitais Iniciais: PA= 89x35 mmHg FC=128 bpm Sat O2= 91% FR=25 ipm Exame físico: paciente mau estado geral, mucosas ictéricas 3+/4+ e secas. "" Neurológico: Confusa e desorienta. Glasgow 11 Pupilas isocóricas e foto reagentes. "" Cardiológico: Ausculta cardíaca bulhas taquicardicas, rítmicas, sem sopros. "" Respiratório: Ausculta pulmonar Murmúrio Vesicular presente com estertores crepitantes bi basais. "" Gastrointestinal. Abdome plano, flácido, sem lesões ou herniações. Timpânico, com ruídos hidroaéreos diminuídos. Doloroso à palpação superficial e profunda, com DB positivo no hipocôndrio direito. "" Aval.de Extremidades: pulsos periféricos finos, amplitude reduzida, simétricos. Tempo de enchimento capilar 3 segundos. Em relação ao caso acima, assinale a afirmativa correta.","A paciente em questão está em choque séptico e deve ser aplicado o protocolo de 1a hora que consiste em iniciar droga vasoativa, antibioticoterapia e solicitar exames: gasometria arterial, lactato, ureia, creatinina, TGO, TGP, bilirrubinas e hemocultura.","a monitorização do paciente em sepse deve ser contínua e as metas alcançadas: SatvO2> 50% PVC>14 mmHg PAM> 70mmHg, com a terapêutica instituída: reposição volêmica, droga vasoativa e antibioticoterapia de amplo espectro precoce.","A paciente em questão está em sepse e deve ser iniciado o protocolo de 1a hora que consiste na reposição volêmica com 30 ml/ kg de cristaloide, antibioticoterapia de largo espectro, e solicitar exames: gasometria arterial, ureia, creatinina, lactato, TGO, TGP, bilirrubinas e hemocultura.","A paciente encontra-se em delirium secundário e sepse grave, devendo ser iniciada a hidratação parcimoniosa e antibiótico de largo espectro até a 3ª hora de atendimento.",,C,,,[],2024,CESUPA,,PA,,,,Wed Apr 08 2026 23:41:29 GMT+0000 (Coordinated Universal Time),Thu Apr 30 2026 04:25:17 GMT+0000 (Coordinated Universal Time)
25615,"Paciente José,75 anos chegou à UPA com quadro de dor torácica, foi encaminhado para sala vermelha e iniciado o atendimento adequado, pórem durante o atendimento, apresentou perda do nível de consciência, queda na saturação, não atende aos chamados, sem pulso. Foi avaliado o monitor e os sinais vitais do paciente: Monitor: PA:40 x0 mmHg FC=O SatO2=30% FR=2 imp. Diante deste novo estado do paciente podemos afirmar que se trata de:","Taquicardia ventricular (TV), o tratamento de urgência imediato é a Cardioversão elétrica sincronizada com 120 J. Após a reversão do quadro, iniciar antiarrítmico contínuo, encaminhar para internação em UTI.","Taquicardia ventricular sem pulso (TVSP), o tratamento de urgência imediato é a Desfibrilação com 200 J. Após a reversão do quadro, iniciar cuidados pós parada e encaminhar para internação UTI.","Taquicardia ventricular (TV), o tratamento de urgência imediato é Cardioversão química com adenosina 12 mg EV. Após a reversão, ficar em observação, iniciar antiarrítmico, caso estabilize dar alta.","Taquicardia ventricular sem pulso (TVSP), o tratamento de urgência imediato é iniciar compressão torácica x ventilação com bolsa/ máscara por 2 mim e reavaliar ritmo, e, se mantendo, o ritmo deve-se desfibrilar com 200J e retornar compressão torácica x ventilação com bolsa / máscara.",,B,,,"[""https://pdres.s3.amazonaws.com/imgs/740de3e199244775237e79f9bbf269d8.png""]",2024,CESUPA,,PA,,,,Wed Apr 08 2026 23:41:29 GMT+0000 (Coordinated Universal Time),Thu Apr 30 2026 04:08:49 GMT+0000 (Coordinated Universal Time)
25614,"Paciente José Antônio,55 anos, chega à UPA referindo tonturas, dispneia e opressão torácica após ter sofrido síncope há cerca de 20 minutos. Na avaliação inicial, está sonolento, com resposta lentificada, palidez cutânea e pele fria. AMP: Hipertenso, diabético e cardiopata. Não faz acompanhamento médico regular. Faz uso das seguintes medicações: Metformina, Glibenclamida, Carvedilol e Losartana. Nega alergias, cirurgias, traumatismos ou internação hospitalar prévia. Peso Atual: 110 Kg. Altura: 1,58 cm. Exame Físico: FC: 35 bpm / PA:89 x 55mmHg / FR:25 ipm / SatO2: 90% / T:36oC "" Neurológico: Confuso e sonolento. Pupilas isocóricas e foto reagentes. "" Cardiológico: Ausculta cardíaca bulhas hipofonéticas e bradicardicas, sem sopros. "" Respiratório: Ausculta pulmonar Murmúrio Vesicular presente sem ruídos adventícios. "" Gastrointestinal. Abdome plano, flácido, sem lesões ou herniações. Timpânico, com ruídos hidroaéreos normais. Indolor à palpação superficial e profunda. "" Aval.de Extremidades: pulsos periféricos finos, amplitude reduzida, simétricos. Tempo de enchimento capilar 3 segundos. Após avaliação clínica, foram solicitados os exames abaixo :ECG e exames laboratoriais: ECG 1: Exames laboratoriais: A hipótese diagnóstica que mais condiz com o caso é:","Hipoglicemia, e o tratamento de urgência é glicose 50%, seguido de soro glicosado 5%, até a estabilização.",Bloqueio atrioventricular de segundo grau mobitz 2 e o tratamento é atropina 1 mg EV em bolus até a estabilização do mesmo. Seguido de ajuste da medicação.,"Bloqueio átrio ventricular de segundo grau mobitz 2, e o tratamento de urgência é instalar marcapasso transcutâneo.","Bloqueio átrio ventricular de segundo grau mobitz 1, e o tratamento de urgência é instalar marcapasso transcutâneo.",,C,,,"[""https://pdres.s3.amazonaws.com/imgs/2907fef675606831905aa421f2131ac1.png"", ""https://pdres.s3.amazonaws.com/imgs/38cc133ed780f395183b1e06f1b7bdcb.png""]",2024,CESUPA,,PA,,,,Wed Apr 08 2026 23:41:29 GMT+0000 (Coordinated Universal Time),Thu Apr 30 2026 03:55:06 GMT+0000 (Coordinated Universal Time)
25613,"Paciente do sexo masculino, 34 anos, técnico em enfermagem, com quadro súbito de fraqueza muscular e turvação visual. A avaliação oftalmológica foi normal. Na avaliação clínica, foi detectado apenas aumento de pressão arterial (PA 160 x 110 mmHg), dosagem sérica de potássio de 1,9 mEq/L e alcalose metabólica. Em outro serviço, foram introduzidos fármacos anti-hipertensivos e reposição vigorosa de cloreto de potássio (EV), com grande dificuldade de estabilizar a calemia em valores fisiológicos. Sobre o caso clínico apresentado, marque a alternativa correta.","O paciente deve ser investigado para alcalose tubular renal. Patologia rara que leva a perda de potássio pelo túbulo próximas e se não tratado de forma rápida, pode evoluir para arritmias malignas.","A reposição de potássio deve ser feita com kcl xarope apenas. Visto que, a reposição EV pelo risco de arritmias está só deve ser realizada no CTI e só é recomendada em casos de hipercalemia grave.",A hipocalemia é uma alteração que se associa com a presença de alcalose metabólica e que leva a perpetuação da alteração gasométrica. A associação dessas alterações com os níveis pressóricos elevados nos levam a pensar em hiperaldosteronismo secundário como hipótese diagnostica do paciente.,"A reposição de potássio deve ser feita via oral e endovenosa, devido quadro grave do paciente, além da dosagem de cálcio sérico e provável reposição, já que a hipocalcemia tem relação com hipocalemia grave e refratária ao tratamento.",,C,,,[],2024,CESUPA,,PA,,,,Wed Apr 08 2026 23:41:29 GMT+0000 (Coordinated Universal Time),Thu Apr 30 2026 04:09:09 GMT+0000 (Coordinated Universal Time)
25612,"Paciente do sexo masculino, 35 anos, previamente hígido, deu entrada no hospital após quadro de acidente automobilístico, devido ao qual necessitou de laparotomia exploradora com esplenectomia e transfusão sanguínea maciça no intraoperatório. Foi levado para a UTI com instabilidade hemodinâmica e com necessidade de uso de droga vasoativa, noradrenalina 0,3 mcg/kg/min. Evoluiu com piora da função renal, creatinina 4,2 mg/dl e ureia 135 mg/dl. Você solicitou a avaliação de um nefrologista, que apontou o diagnóstico de injúria renal aguda, KDIGO 3. A respeito da injúria renal aguda, assinale a alternativa correta.","A injuria renal aguda pós-renal resulta da redução da perfusão renal, isto é, de eventos que culminam em diminuição do volume circulante, como no caso de desidratação (p. ex.: diarreia, vômitos e febre), sangramentos, uso de diuréticos e insuficiência cardíaca.","A fração de excreção de ureia (FEU) e de creatinina (FECr), calculadas pelas relações ureia plasmática/ureia urinária e creatinina plasmática/creatinina urinária, respectivamente, também podem ser utilizadas para auxiliar na diferenciação entre IRA pré-renal e pós renal.",A Injuria renal aguda pré renal pode ocorrer devido à nefrite intersticial aguda e o tratamento com coorticoide é obrigatório.,"Na injuria renal aguda KDIGO 3, observamos um aumento no valor de creatinina de 3x em relação ao basal do paciente. A diurese também pode ser utilizada como critério diagnóstico de IRA.",,D,,,[],2024,CESUPA,,PA,,,,Wed Apr 08 2026 23:41:29 GMT+0000 (Coordinated Universal Time),Sat Apr 25 2026 00:17:45 GMT+0000 (Coordinated Universal Time)
25611,"Paciente masculino, 65 anos, com antecedente pessoal de HAS (hipertensão arterial sistêmica) e Diabetes Melittus tipo 2 em seguimento no ambulatório de nefrologia devido Doença renal crônica (DRC) estágio 3B. Paciente vem para consulta de retorno com progressão de doença renal, e atualmente com Taxa de Filtração Glomerular estimada (CKD- EPI) de 28ml/min/1,73 m2, Associado com albuminúria de 340 mg/g. Atualmente em uso de Losartana 50 mg 12/12 horas e Hidroclorotiazida 25 mg 1x/dia, para a hipertensão arterial e insulina NPH para o diabetes melitus. A partir deste caso, marque a assertiva correta:","Devido piora de função renal, e atualmente paciente estágio IV de DRC, devemos suspender o uso do losartana e trocar para nifedipina 20 mg 12/12h.","Paciente tem indicação de iniciar inibidor do SGLT2, associado com losartana, já que possui DRC e albuminúria acima de 200mg/g e sua suspensão deve ser feita apenas se o paciente evoluir para terapia dialítica.","Deve-se realizar a troca do diurético atual para furosemida, devido baixo efeito nos pacientes com o estágio atual da DRC do paciente, além de trocar o losartana por outro anti-hipertensivo, devido baixa taxa de filtração glomerular estimada.",O uso do Inibidor do SGLT2 é contra-indicado nesta faixa clearance de creatinina estimado.,,B,,,[],2024,CESUPA,,PA,,,,Wed Apr 08 2026 23:41:29 GMT+0000 (Coordinated Universal Time),Thu Apr 30 2026 04:09:36 GMT+0000 (Coordinated Universal Time)
25610,"Paciente 31 anos é encaminhada para avaliação devido fraturas múltiplas de baixo impacto que iniciaram quando possuía 16 anos. Paciente sem antecedentes de alterações ginecológicas. Na avaliação inicial solicitada, densitometria óssea com presença de baixa massa óssea (Z score -3,4) , cálculos renais assintomáticos em USG de rins e vias urinárias e presença de alterações nos níveis de cálcio total (Ca total: 6,4 mg/dl VR 8,5-10,5 mg/dl), potássio 2,4 mEq/L (VR 3,5-5,5 mEq/L), albumina dentro dos limites de normalidade e presença de acidose metabólica PH 7,15 HCO3 15 MEq/L. Feito investigação adicional com diagnóstico de Acidose tubular renal tipo I. Sobre o caso clínico, marque a alternativa correta:","A acidose tubular renal tipo I é um tipo de acidose metabólica com anion gap normal, e acontece devido alteração no túbulo proximal. O tratamento ocorre com reposição de bicarbonato exógeno.","A presença de baixa massa óssea e hipocalcemia acontece pela acidose metabólica. O tratamento neste caso é com reposição exógena com citrato de potássio e carbonato de cálcio via oral e sem uso de antireabsortivos, como bifosfonatos.",A hipocalemia é uma alteração eletrolítica que se associa com a acidose metabólica.,"A presença de baixa massa óssea não tem relação com o diagnóstico da paciente, assim se deve realizar uma nova investigação clínico laboratorial na paciente.",,B,,,[],2024,CESUPA,,PA,,,,Wed Apr 08 2026 23:41:29 GMT+0000 (Coordinated Universal Time),Thu Apr 30 2026 04:09:57 GMT+0000 (Coordinated Universal Time)
25609,"Paciente de 21 anos, previamente hígido, sexo masculino, apresentou edema de membros inferiores que iniciou há 3 dias e queda do estado geral, procurando pronto atendimento devido esta queixa. No exame inicial, apresenta- se hipertenso. Exames colhidos no pronto atendimento evidenciam: creatinina 3,1 mg/dl (exame de rotina prévio com Creatinina 0,9 mg/dl), uréia 98 mg/dl, hemoglobina 9,3 g/dl e plaquetas 175.000/ mm³; Urina 1 com +++ proteinúria e hemácias incontáveis. Realizado a quantificação da proteinúria em urina de 24h com 4,5g em 2000ml de diurese em 24h. A ultrassonografia renal revelou rins ecogênicos bilateralmente de tamanho normal e sem anormalidades estruturais. Acerca do caso descrito, julgue as afirmativas a seguir:",O Paciente possui síndrome nefrótica e deve ser realizado biópsia renal de urgência.,"O paciente possui síndrome nefrótica e nefrítica, devendo-se realizar a pulsoterapia sem a realização de biópsia renal devido estar com padrão de glomerulonefrite rapidamente progressiva;","O paciente apresenta proteinúria nefrótica e síndrome nefrítica, com padrão de glomerulonefrite rapidamente progressiva, e a biópsia renal é uma emergência médica, devendo ser realizada antes de realizar a pulsoterapia.",A biópsia renal só deve ser feita após investigação completa de causas secundárias de glomerulopatias.,,C,,,[],2024,CESUPA,,PA,,,,Wed Apr 08 2026 23:41:29 GMT+0000 (Coordinated Universal Time),Thu Apr 30 2026 04:10:48 GMT+0000 (Coordinated Universal Time)
25608,"Analise atentamente as seguintes afirmativas sobre trombofilias hereditárias e adquiridas: I. Para pacientes com tromboembolismo venoso provocado por cirurgia, não é recomendado investigar trombofilias hereditárias para decidir a duração da terapia de anticoagulação. II. A Síndrome do Anticorpo Anti-Fosfolípide é caracterizada por eventos trombóticos associado à positividade para anticorpos anti-fosfolípides, como anticoagulante lúpico, anti-DNA dupla hélice e anti-cardiolipina. III. As causas mais frequentes de trombofilia hereditária são a mutação do fator V de Leiden e a mutação do gene da protrombina. Assinale a alternativa que contém apenas as assertivas verdadeiras:",I e II.,I e III.,II e III.,Todas estão corretas.,,B,,,[],2024,CESUPA,,PA,,,,Wed Apr 08 2026 23:41:29 GMT+0000 (Coordinated Universal Time),Thu Apr 30 2026 04:11:03 GMT+0000 (Coordinated Universal Time)
25607,"Sobre o mieloma múltiplo, analise atentamente as assertivas abaixo: I. O mieloma múltiplo é uma neoplasia maligna de plasmócitos, caracterizada pelo surgimento de uma para-proteína monoclonal, que causa lesões em órgãos-alvo. II. O dano de órgão-alvo característico é definido pelo mnemônico CRAB, que significa: hipercalcemia, disfunção renal, aplasia medular e lesões osteoblásticas. III. São consideradas emergências oncológicas em pacientes com mieloma múltiplo: hipercalcemia, lesão renal aguda e síndrome de compressão medular. Assinale a alternativa que contém apenas as assertivas corretas:",Todas as alternativas estão corretas.,Apenas I e II.,Apenas I e III.,Apenas II e III.,,C,,,[],2024,CESUPA,,PA,,,,Wed Apr 08 2026 23:41:29 GMT+0000 (Coordinated Universal Time),Thu Apr 30 2026 04:11:19 GMT+0000 (Coordinated Universal Time)
25606,"Paciente de 21 anos, sexo masculino, previamente hígido, comparece ao atendimento de urgência, queixando astenia intensa, febre baixa vespertina, dores ósseas, equimoses espontâneas e epistaxe, que iniciou há 02 semanas. Negou contactantes com o mesmo quadro clínico. Negou viagens recentes. Negou contato com água de enchentes. Ao exame físico, apresenta linfonodomegalias cervicais e supraclaviculares bilaterais, 2cm, móveis, indolores. Hemograma realizado na urgência mostra hemoglobina de 7,8g/dL, leucócitos totais de 10.800 sendo 5.400 (50%) de linfócitos, 1.080 (10%) de segmentados e 4.320 (40%) de blastos. Plaquetas de 15.000. Função renal e bilirrubinas normais, DHL de 1.460. Sobre o quadro descrito acima, assinale a alternativa correta:","A principal hipótese diagnóstica é de leptospirose, portanto paciente deverá ser internado para iniciar antibioticoterapia endovenosa empírica com urgência.","Paciente deverá ser referenciado para realizar mielograma via ambulatorial, devido possibilidade de neoplasia hematológica.","A principal hipótese diagnóstica é de linfoma, devendo ser internado para realização de biópsia de linfonodo com imuno-histoquímica.","Paciente já tem critérios diagnósticos para leucemia aguda, devendo ser internado e referenciado para serviço especializado com urgência.",,D,,,[],2024,CESUPA,,PA,,,,Wed Apr 08 2026 23:41:29 GMT+0000 (Coordinated Universal Time),Thu Apr 30 2026 04:11:43 GMT+0000 (Coordinated Universal Time)
25605,"Paciente de 22 anos, sem comorbidades prévias, dá entrada em unidade de urgência devido taquicardia e astenia, que se iniciou há 01 semana. Ao exame físico, encontra-se hipocorada, ictérica, sem linfonodomegalias ou visceromegalias, abdome flácido e indolor. Está hemodinamicamente estável. Laboratório mostrando hemoglobina de 6,2g/dL, demais parâmetros do hemograma dentro da normalidade, bilirrubinas totais 7,3 sendo direta 0,8 e indireta 6,5, desidrogenase lática 749, reticulócitos 13%, Teste de Antiglobulina Direta (TAD) positivo e haptoglobina em níveis abaixo do valor de referência. Foi solicitado transfusão de hemácias, porém Agência Transfusional informou que todas as bolsas estão com incompatibilidade 4+/4+. Sobre o quadro descrito acima, assinale a alternativa que contém a hipótese diagnóstica e conduta corretas:","Paciente com provável anemia por perda sanguínea menstrual. Deverá realizar transfusão de hemácias independentemente da incompatibilidade, além da infusão de ferro via endovenosa.","O quadro clínico é compatível com anemia hemolítica autoimune, devendo ser iniciado ácido fólico via oral e corticoterapia em dose imunossupressora. A transfusão de hemocomponentes deverá ser evitada.","A principal hipótese diagnóstica é de anemia falciforme, e a paciente deverá realizar eletroforese de hemoglobinas e iniciar tratamento com hidroxiuréia. A transfusão poderá ser realizada após o início da medicação.","Provável diagnóstico de anemia hemolítica microangiopática, sendo contraindicado, a transfusão de qualquer hemocomponente. A paciente tem indicação de realizar plasmaférese de urgência.",,B,,,[],2024,CESUPA,,PA,,,,Wed Apr 08 2026 23:41:29 GMT+0000 (Coordinated Universal Time),Thu Apr 30 2026 04:12:04 GMT+0000 (Coordinated Universal Time)
